Customer ID,Entry Time,Date,Artist,Song,time_diff,new,session,song_number,session_start,session_entry_difference
cdda70,2020-12-24T03:53:00Z,2020-12-24T04:05:00Z,Loren Allred,Never Enough (The Greatest Showman),2,FALSE,13,3,2020-12-24T04:00:00Z,7
cdda70,2020-12-24T03:53:00Z,2020-12-24T04:07:00Z,Bonnie Tyler,Total Eclipse Of The Heart,2,FALSE,13,4,2020-12-24T04:00:00Z,7
51a416,2020-12-24T07:57:00Z,2020-12-24T08:00:00Z,Ed Sheeran,Perfect,233,TRUE,14,1,2020-12-24T08:00:00Z,3
51a416,2020-12-24T07:57:00Z,2020-12-24T08:02:00Z,Mariah Carey,All I Want For Christmas Is You,2,FALSE,14,2,2020-12-24T08:00:00Z,3
896f04,2020-12-24T09:53:00Z,2020-12-24T10:00:00Z,Oasis,Don’t Look Back In Anger,118,TRUE,15,1,2020-12-24T10:00:00Z,7
d5fcf7,2020-12-24T10:51:00Z,2020-12-24T11:00:00Z,The Beatles,Hey Jude,60,TRUE,16,1,2020-12-24T11:00:00Z,9
d5fcf7,2020-12-24T10:51:00Z,2020-12-24T11:03:00Z,Aladdin,A Whole New World,3,FALSE,16,2,2020-12-24T11:00:00Z,9
d5fcf7,2020-12-24T10:51:00Z,2020-12-24T11:06:00Z,Mark Ronson Ft. Bruno Mars,Uptown Funk,3,FALSE,16,3,2020-12-24T11:00:00Z,9
d5fcf7,2020-12-24T10:51:00Z,2020-12-24T11:09:00Z,High School Musical,Breaking Free,3,FALSE,16,4,2020-12-24T11:00:00Z,9
c01ecb,2020-12-24T14:54:00Z,2020-12-24T15:00:00Z,Ariana Grande,7 Rings,231,TRUE,17,1,2020-12-24T15:00:00Z,6
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:00:00Z,Oasis,Don’t Look Back In Anger,60,TRUE,18,1,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:03:00Z,Shania Twain,Man! I Feel Like A Woman,3,FALSE,18,2,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:06:00Z,Frozen,Let It Go,3,FALSE,18,3,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:08:00Z,Pinkfong,Baby Shark,2,FALSE,18,4,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:11:00Z,High School Musical,Breaking Free,3,FALSE,18,5,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:14:00Z,Bryan Adams,Summer Of ’69,3,FALSE,18,6,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:17:00Z,Ed Sheeran,Shape Of You,3,FALSE,18,7,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:20:00Z,Dirty Dancing,The Time Of My Life,3,FALSE,18,8,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:23:00Z,Ed Sheeran & Justin Bieber,I Don’t Care,3,FALSE,18,9,2020-12-24T16:00:00Z,3
6eb0e1,2020-12-24T15:57:00Z,2020-12-24T16:26:00Z,Lewis Capaldi,Someone You Loved,3,FALSE,18,10,2020-12-24T16:00:00Z,3
adea16,2020-12-25T01:52:00Z,2020-12-25T02:00:00Z,ABBA,Mamma Mia,574,TRUE,19,1,2020-12-25T02:00:00Z,8
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:00:00Z,Backstreet Boys,Everybody,60,TRUE,20,1,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:02:00Z,Dolly Parton,Jolene,2,FALSE,20,2,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:04:00Z,Dua Lipa,New Rules,2,FALSE,20,3,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:07:00Z,Loren Allred,Never Enough (The Greatest Showman),3,FALSE,20,4,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:09:00Z,John Denver,"Take Me Home, Country Roads",2,FALSE,20,5,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:12:00Z,TLC,No Scrubs,3,FALSE,20,6,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:15:00Z,Lil Nas X,Old Town Road,3,FALSE,20,7,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:18:00Z,The Lion King,I Just Can’t Wait To Be King,3,FALSE,20,8,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:20:00Z,The Little Mermaid,Part Of Your World,2,FALSE,20,9,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:23:00Z,The Lion King,I Just Can’t Wait To Be King,3,FALSE,20,10,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:25:00Z,A-Ha,Take On Me,2,FALSE,20,11,2020-12-25T03:00:00Z,7
bdc39c,2020-12-25T02:53:00Z,2020-12-25T03:27:00Z,Grease,Summer Nights,2,FALSE,20,12,2020-12-25T03:00:00Z,7
b5f816,2020-12-25T14:55:00Z,2020-12-25T15:00:00Z,Ed Sheeran,Shape Of You,693,TRUE,21,1,2020-12-25T15:00:00Z,5
8bc93d,2020-12-25T15:53:00Z,2020-12-25T16:00:00Z,Dua Lipa,New Rules,60,TRUE,22,1,2020-12-25T16:00:00Z,7
793a1c,2020-12-25T16:55:00Z,2020-12-25T17:00:00Z,Eminem,Lose Yourself,60,TRUE,23,1,2020-12-25T17:00:00Z,5
793a1c,2020-12-25T16:55:00Z,2020-12-25T17:03:00Z,Elton John & Kiki Dee,Don’t Go Breaking My Heart,3,FALSE,23,2,2020-12-25T17:00:00Z,5
793a1c,2020-12-25T16:55:00Z,2020-12-25T17:05:00Z,Hugh Jackman & The Greatest Showman Cast,The Greatest Show,2,FALSE,23,3,2020-12-25T17:00:00Z,5
cda151,2020-12-25T19:54:00Z,2020-12-25T20:00:00Z,The Proclaimers,I’m Gonna Be (500 Miles),175,TRUE,24,1,2020-12-25T20:00:00Z,6
cda151,2020-12-25T19:54:00Z,2020-12-25T20:03:00Z,Alexandra Burke,Hallelujah,3,FALSE,24,2,2020-12-25T20:00:00Z,6
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:00:00Z,The Beatles,Hey Jude,117,TRUE,25,1,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:03:00Z,Queen,Don’t Stop Me Now,3,FALSE,25,2,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:06:00Z,Lady Gaga & Bradley Cooper,Shallow,3,FALSE,25,3,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:09:00Z,Camilla Cabello Ft. Young Thug,Havana,3,FALSE,25,4,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:11:00Z,Queen,Don’t Stop Me Now,2,FALSE,25,5,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:14:00Z,Dirty Dancing,The Time Of My Life,3,FALSE,25,6,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:17:00Z,Lil Nas X,Old Town Road,3,FALSE,25,7,2020-12-25T22:00:00Z,7
8bc93d,2020-12-25T21:53:00Z,2020-12-25T22:20:00Z,Mariah Carey,All I Want For Christmas Is You,3,FALSE,25,8,2020-12-25T22:00:00Z,7
c01ecb,2020-12-26T05:54:00Z,2020-12-26T06:00:00Z,Estelle Ft. Kanye West,American Boy,460,TRUE,26,1,2020-12-26T06:00:00Z,6
c01ecb,2020-12-26T05:54:00Z,2020-12-26T06:03:00Z,ABBA,Waterloo,3,FALSE,26,2,2020-12-26T06:00:00Z,6
c01ecb,2020-12-26T05:54:00Z,2020-12-26T06:06:00Z,Bonnie Tyler,Total Eclipse Of The Heart,3,FALSE,26,3,2020-12-26T06:00:00Z,6
40581f,2020-12-26T08:55:00Z,2020-12-26T09:00:00Z,Lady Gaga & Bradley Cooper,Shallow,174,TRUE,27,1,2020-12-26T09:00:00Z,5
40581f,2020-12-26T08:55:00Z,2020-12-26T09:03:00Z,TLC,No Scrubs,3,FALSE,27,2,2020-12-26T09:00:00Z,5
40581f,2020-12-26T08:55:00Z,2020-12-26T09:06:00Z,TLC,No Scrubs,3,FALSE,27,3,2020-12-26T09:00:00Z,5
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:00:00Z,Mark Ronson Ft. Amy Winehouse,Valerie,174,TRUE,28,1,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:03:00Z,Lil Nas X,Old Town Road,3,FALSE,28,2,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:06:00Z,ABBA,Gimme Gimme Gimme,3,FALSE,28,3,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:08:00Z,The Lion King,Can You Feel The Love Tonight,2,FALSE,28,4,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:10:00Z,Ed Sheeran,Castle On The Hill,2,FALSE,28,5,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:13:00Z,The Little Mermaid,Under The Sea,3,FALSE,28,6,2020-12-26T12:00:00Z,4
2bb0da,2020-12-26T11:56:00Z,2020-12-26T12:15:00Z,Ed Sheeran,Shape Of You,2,FALSE,28,7,2020-12-26T12:00:00Z,4
b919e0,2020-12-26T18:51:00Z,2020-12-26T19:00:00Z,ABBA,Mamma Mia,405,TRUE,29,1,2020-12-26T19:00:00Z,9
ccee6c,2020-12-26T19:58:00Z,2020-12-26T20:00:00Z,The Proclaimers,I’m Gonna Be (500 Miles),60,TRUE,30,1,2020-12-26T20:00:00Z,2
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:00:00Z,Queen,I Want To Break Free,60,TRUE,31,1,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:03:00Z,Aqua,Barbie Girl,3,FALSE,31,2,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:05:00Z,ABBA,Dancing Queen,2,FALSE,31,3,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:07:00Z,Dua Lipa,New Rules,2,FALSE,31,4,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:10:00Z,Elton John,Your Song,3,FALSE,31,5,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:12:00Z,Frank Sinatra,My Way,2,FALSE,31,6,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:15:00Z,Toto,Africa,3,FALSE,31,7,2020-12-26T21:00:00Z,5
4b11b8,2020-12-26T20:55:00Z,2020-12-26T21:18:00Z,Ava Max,Sweet But Psycho,3,FALSE,31,8,2020-12-26T21:00:00Z,5
cd2834,2020-12-27T05:54:00Z,2020-12-27T06:00:00Z,Ed Sheeran,Perfect,522,TRUE,32,1,2020-12-27T06:00:00Z,6
3fdc46,2020-12-27T06:55:00Z,2020-12-27T07:00:00Z,High School Musical,Breaking Free,60,TRUE,33,1,2020-12-27T07:00:00Z,5
3fdc46,2020-12-27T06:55:00Z,2020-12-27T07:03:00Z,Dolly Parton,9 To 5,3,FALSE,33,2,2020-12-27T07:00:00Z,5
817c35,2020-12-27T08:54:00Z,2020-12-27T09:00:00Z,George Ezra,Shotgun,117,TRUE,34,1,2020-12-27T09:00:00Z,6
817c35,2020-12-27T08:54:00Z,2020-12-27T09:02:00Z,Dua Lipa,New Rules,2,FALSE,34,2,2020-12-27T09:00:00Z,6
5f56ac,2020-12-27T10:59:00Z,2020-12-27T11:00:00Z,Taylor Swift,Shake It Off,118,TRUE,35,1,2020-12-27T11:00:00Z,1
5f56ac,2020-12-27T10:59:00Z,2020-12-27T11:02:00Z,Camilla Cabello Ft. Young Thug,Havana,2,FALSE,35,2,2020-12-27T11:00:00Z,1
b0b55f,2020-12-27T12:54:00Z,2020-12-27T13:00:00Z,The Pogues,Fairytale Of New York,118,TRUE,36,1,2020-12-27T13:00:00Z,6
b0b55f,2020-12-27T12:54:00Z,2020-12-27T13:02:00Z,Moana,How Far I’ll Go,2,FALSE,36,2,2020-12-27T13:00:00Z,6
b0b55f,2020-12-27T12:54:00Z,2020-12-27T13:05:00Z,A-Ha,Take On Me,3,FALSE,36,3,2020-12-27T13:00:00Z,6
8dc987,2020-12-27T15:56:00Z,2020-12-27T16:00:00Z,Shawn Mendes & Camila Cabello,Senorita,175,TRUE,37,1,2020-12-27T16:00:00Z,4
8dc987,2020-12-27T15:56:00Z,2020-12-27T16:03:00Z,Alexandra Burke,Hallelujah,3,FALSE,37,2,2020-12-27T16:00:00Z,4
41c5b3,2020-12-27T17:58:00Z,2020-12-27T18:00:00Z,Kesha,This Is Me (Greatest Showman),117,TRUE,38,1,2020-12-27T18:00:00Z,2
41c5b3,2020-12-27T17:58:00Z,2020-12-27T18:03:00Z,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman),3,FALSE,38,2,2020-12-27T18:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:00:00Z,Ed Sheeran,Perfect,117,TRUE,39,1,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:02:00Z,The Little Mermaid,Part Of Your World,2,FALSE,39,2,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:05:00Z,Bonnie Tyler,Total Eclipse Of The Heart,3,FALSE,39,3,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:08:00Z,Aladdin,A Whole New World,3,FALSE,39,4,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:11:00Z,Luis Fonsi & Daddy Yankee,Despacito,3,FALSE,39,5,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:13:00Z,Estelle Ft. Kanye West,American Boy,2,FALSE,39,6,2020-12-27T20:00:00Z,2
19c2ae,2020-12-27T19:58:00Z,2020-12-27T20:16:00Z,The Human League,Don’t You Want Me Baby,3,FALSE,39,7,2020-12-27T20:00:00Z,2
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:00:00Z,Britney Spears,Toxic,404,TRUE,40,1,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:03:00Z,Queen,I Want To Break Free,3,FALSE,40,2,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:06:00Z,Bonnie Tyler,Total Eclipse Of The Heart,3,FALSE,40,3,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:09:00Z,Backstreet Boys,Everybody,3,FALSE,40,4,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:11:00Z,The Lion King,Hakuna Matata,2,FALSE,40,5,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:13:00Z,ABBA,Mamma Mia,2,FALSE,40,6,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:15:00Z,The Lion King,Can You Feel The Love Tonight,2,FALSE,40,7,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:17:00Z,John Denver,"Take Me Home, Country Roads",2,FALSE,40,8,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:20:00Z,Outkast,Hey Ya,3,FALSE,40,9,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:23:00Z,Elton John,Your Song,3,FALSE,40,10,2020-12-28T03:00:00Z,9
8d850e,2020-12-28T02:51:00Z,2020-12-28T03:25:00Z,The Human League,Don’t You Want Me Baby,2,FALSE,40,11,2020-12-28T03:00:00Z,9
f0549d,2020-12-28T13:55:00Z,2020-12-28T14:00:00Z,ABBA,Dancing Queen,635,TRUE,41,1,2020-12-28T14:00:00Z,5
f0549d,2020-12-28T13:55:00Z,2020-12-28T14:02:00Z,Grease,You’re The One That I Want,2,FALSE,41,2,2020-12-28T14:00:00Z,5
b5f816,2020-12-28T15:55:00Z,2020-12-28T16:00:00Z,Bonnie Tyler,Total Eclipse Of The Heart,118,TRUE,42,1,2020-12-28T16:00:00Z,5
90980,2020-12-28T16:58:00Z,2020-12-28T17:00:00Z,Grease,Summer Nights,60,TRUE,43,1,2020-12-28T17:00:00Z,2
90980,2020-12-28T16:58:00Z,2020-12-28T17:02:00Z,Mark Ronson Ft. Amy Winehouse,Valerie,2,FALSE,43,2,2020-12-28T17:00:00Z,2
90980,2020-12-28T16:58:00Z,2020-12-28T17:05:00Z,Ed Sheeran & Justin Bieber,I Don’t Care,3,FALSE,43,3,2020-12-28T17:00:00Z,2
0b032a,2020-12-28T19:59:00Z,2020-12-28T20:00:00Z,The Lion King,I Just Can’t Wait To Be King,175,TRUE,44,1,2020-12-28T20:00:00Z,1
0b032a,2020-12-28T19:59:00Z,2020-12-28T20:02:00Z,Grease,Summer Nights,2,FALSE,44,2,2020-12-28T20:00:00Z,1
0b032a,2020-12-28T19:59:00Z,2020-12-28T20:04:00Z,Taylor Swift,Shake It Off,2,FALSE,44,3,2020-12-28T20:00:00Z,1
0b032a,2020-12-28T19:59:00Z,2020-12-28T20:06:00Z,Luis Fonsi & Daddy Yankee,Despacito,2,FALSE,44,4,2020-12-28T20:00:00Z,1
62f99c,2020-12-28T23:51:00Z,2020-12-29T00:00:00Z,George Ezra,Shotgun,234,TRUE,45,1,2020-12-29T00:00:00Z,9
62f99c,2020-12-28T23:51:00Z,2020-12-29T00:02:00Z,Britney Spears,Baby One More Time,2,FALSE,45,2,2020-12-29T00:00:00Z,9
62f99c,2020-12-28T23:51:00Z,2020-12-29T00:04:00Z,The Greatest Showman,A Million Dreams,2,FALSE,45,3,2020-12-29T00:00:00Z,9
62f99c,2020-12-28T23:51:00Z,2020-12-29T00:07:00Z,Anne-Marie,2002,3,FALSE,45,4,2020-12-29T00:00:00Z,9
62f99c,2020-12-28T23:51:00Z,2020-12-29T00:10:00Z,Oasis,Wonderwall,3,FALSE,45,5,2020-12-29T00:00:00Z,9
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:00:00Z,Britney Spears,Baby One More Time,290,TRUE,46,1,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:02:00Z,Ed Sheeran,Perfect,2,FALSE,46,2,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:04:00Z,Cher,Believe,2,FALSE,46,3,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:07:00Z,Anne-Marie,2002,3,FALSE,46,4,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:10:00Z,Ike And Tina Turner,Proud Mary,3,FALSE,46,5,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:12:00Z,Kings Of Leon,Sex Is On Fire,2,FALSE,46,6,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:14:00Z,Frank Sinatra,My Way,2,FALSE,46,7,2020-12-29T05:00:00Z,4
74e4cd,2020-12-29T04:56:00Z,2020-12-29T05:17:00Z,Elvis Presley,Suspicious Minds,3,FALSE,46,8,2020-12-29T05:00:00Z,4
b5f816,2020-12-29T12:55:00Z,2020-12-29T13:00:00Z,Pinkfong,Baby Shark,463,TRUE,47,1,2020-12-29T13:00:00Z,5
b5f816,2020-12-29T12:55:00Z,2020-12-29T13:03:00Z,Guns N’ Roses,Sweet Child O’ Mine,3,FALSE,47,2,2020-12-29T13:00:00Z,5
b33ec1,2020-12-29T14:55:00Z,2020-12-29T15:00:00Z,The Proclaimers,I’m Gonna Be (500 Miles),117,TRUE,48,1,2020-12-29T15:00:00Z,5
b33ec1,2020-12-29T14:55:00Z,2020-12-29T15:03:00Z,Tones And I,Dance Monkey,3,FALSE,48,2,2020-12-29T15:00:00Z,5
b33ec1,2020-12-29T14:55:00Z,2020-12-29T15:06:00Z,The Beatles,Hey Jude,3,FALSE,48,3,2020-12-29T15:00:00Z,5
b33ec1,2020-12-29T14:55:00Z,2020-12-29T15:09:00Z,The Proclaimers,I’m Gonna Be (500 Miles),3,FALSE,48,4,2020-12-29T15:00:00Z,5
b33ec1,2020-12-29T14:55:00Z,2020-12-29T15:12:00Z,Dua Lipa,New Rules,3,FALSE,48,5,2020-12-29T15:00:00Z,5
b919e0,2020-12-29T19:51:00Z,2020-12-29T20:00:00Z,Ava Max,Sweet But Psycho,288,TRUE,49,1,2020-12-29T20:00:00Z,9
